site,month,calendar_days,k_mcar,k_block_1,k_block_2,k_weekday_heavy,k_weekend_heavy,k_markov,recommended_k,threshold_status,operational_status
089-9707,3,31,14,14,15,13,23,15,15,certified_finite_cohorts,no_target_record
089-9707,4,30,18,23,25,19,24,22,25,certified,no_target_record
089-9707,5,31,9,11,11,11,13,10,11,certified,no_target_record
089-9707,6,30,8,8,10,10,22,9,10,certified,no_target_record
089-9707,7,31,16,14,15,17,23,18,18,certified,no_target_record
089-9707,8,31,8,9,9,8,7,9,9,certified,no_target_record
089-9707,9,30,20,22,23,21,21,23,23,certified,no_target_record
089-9707,10,31,12,17,14,13,17,14,17,certified,no_target_record
089-9707,11,30,13,19,15,12,18,15,19,certified,no_target_record
089-9707,12,31,20,21,23,20,25,22,23,certified,no_target_record
089-9717,1,31,21,22,22,20,23,23,23,certified,no_target_record
089-9717,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,no_target_record
089-9717,3,31,10,10,12,11,22,11,12,certified_finite_cohorts,no_target_record
089-9717,4,30,18,23,25,19,24,22,25,certified,no_target_record
089-9717,5,31,9,14,12,11,14,11,14,certified,no_target_record
089-9717,6,30,9,8,10,10,22,10,10,certified,no_target_record
089-9717,7,31,16,14,15,17,23,18,18,certified,no_target_record
089-9717,8,31,8,9,9,8,8,9,9,certified,no_target_record
089-9717,9,30,20,22,23,21,21,23,23,certified,no_target_record
089-9717,10,31,12,17,14,13,17,14,17,certified,no_target_record
089-9717,11,30,13,19,15,12,18,15,19,certified,no_target_record
089-9717,12,31,20,21,23,20,25,22,23,certified,incomplete_requires_prediction
089-9907,1,31,21,22,22,20,23,23,23,certified,complete_exact
089-9907,2,29,8,13,8,9,10,9,13,certified_calendar_sensitivity,complete_exact
089-9907,3,31,14,14,15,13,23,15,15,certified_finite_cohorts,complete_exact
089-9907,4,30,18,23,25,19,24,22,25,certified,complete_exact
089-9907,5,31,9,14,12,11,14,11,14,certified,complete_exact
089-9907,6,30,9,8,10,10,22,10,10,certified,complete_exact
089-9907,7,31,16,14,15,17,23,18,18,certified,complete_exact
089-9907,8,31,8,9,9,8,8,9,9,certified,complete_exact
089-9907,9,30,20,22,23,21,21,23,23,certified,incomplete_requires_prediction
089-9907,10,31,12,17,14,13,17,14,17,certified,complete_exact
089-9907,11,30,13,19,15,12,18,15,19,certified,complete_exact
089-9907,12,31,20,21,23,20,25,22,23,certified,complete_exact
095-0189,1,31,15,15,15,16,18,16,16,certified,complete_exact
095-0189,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
095-0189,3,31,7,10,10,8,8,8,10,certified,complete_exact
095-0189,4,30,8,13,12,11,20,10,13,certified,complete_exact
095-0189,5,31,9,12,12,11,12,10,12,certified,complete_exact
095-0189,6,30,5,5,5,7,5,5,7,certified,complete_exact
095-0189,7,31,11,10,10,12,13,12,12,certified,complete_exact
095-0189,8,31,4,6,3,6,3,5,6,certified,complete_exact
095-0189,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
095-0189,10,31,9,10,11,12,21,10,12,certified,complete_exact
095-0189,11,30,7,9,9,9,8,8,9,certified,complete_exact
095-0189,12,31,13,19,14,14,13,15,19,certified,complete_exact
097-0107,1,31,17,18,18,17,23,18,18,certified,complete_exact
097-0107,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
097-0107,3,31,6,8,8,7,16,7,8,certified,complete_exact
097-0107,4,30,6,10,8,10,9,8,10,certified,complete_exact
097-0107,5,31,7,10,11,10,12,8,11,certified,complete_exact
097-0107,6,30,5,4,5,7,9,6,7,certified,complete_exact
097-0107,7,31,10,12,11,13,19,12,13,certified,incomplete_requires_prediction
097-0107,8,31,3,3,4,5,3,3,5,certified,no_target_record
097-0107,9,30,14,13,15,14,16,15,15,certified,no_target_record
097-0107,10,31,5,10,6,10,6,6,10,certified,no_target_record
097-0107,11,30,9,15,12,10,14,11,15,certified,no_target_record
097-0107,12,31,12,19,12,13,15,14,19,certified,no_target_record
103-0159,1,31,14,15,15,16,21,15,16,certified,complete_exact
103-0159,2,29,6,7,8,8,9,7,8,certified_calendar_sensitivity,complete_exact
103-0159,3,31,7,12,10,8,7,9,12,certified,complete_exact
103-0159,4,30,6,7,8,7,7,7,8,certified,complete_exact
103-0159,5,31,9,12,12,11,11,10,12,certified,complete_exact
103-0159,6,30,6,6,7,9,11,6,9,certified,complete_exact
103-0159,7,31,16,15,15,18,22,17,18,certified,complete_exact
103-0159,8,31,6,5,5,7,8,7,7,certified,incomplete_requires_prediction
103-0159,9,30,16,17,17,16,19,18,18,certified,incomplete_requires_prediction
103-0159,10,31,8,10,11,12,14,9,12,certified,incomplete_requires_prediction
103-0159,11,30,8,8,10,9,9,9,10,certified,complete_exact
103-0159,12,31,13,14,12,13,15,14,14,certified,complete_exact
107-0092,1,31,14,15,15,16,21,15,16,certified,complete_exact
107-0092,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
107-0092,3,31,8,12,10,8,12,10,12,certified,complete_exact
107-0092,4,30,6,7,8,9,11,7,9,certified,complete_exact
107-0092,5,31,9,12,12,11,12,10,12,certified,complete_exact
107-0092,6,30,6,6,8,9,14,7,9,certified,complete_exact
107-0092,7,31,16,15,15,18,22,17,18,certified,complete_exact
107-0092,8,31,4,7,5,6,4,5,7,certified,incomplete_requires_prediction
107-0092,9,30,16,17,17,16,20,18,18,certified,incomplete_requires_prediction
107-0092,10,31,9,10,11,12,21,10,12,certified,complete_exact
107-0092,11,30,8,8,10,9,9,9,10,certified,complete_exact
107-0092,12,31,13,14,12,13,15,14,14,certified,complete_exact
111-0169,1,31,26,27,27,25,28,27,27,certified,complete_exact
111-0169,2,29,22,22,25,20,26,24,25,certified_calendar_sensitivity,complete_exact
111-0169,3,31,20,22,24,20,28,23,24,certified,complete_exact
111-0169,4,30,23,24,25,24,27,24,25,certified,complete_exact
111-0169,5,31,25,27,27,25,28,26,27,certified,complete_exact
111-0169,6,30,19,15,14,16,26,21,21,certified,complete_exact
111-0169,7,31,22,22,24,22,26,23,24,certified,complete_exact
111-0169,8,31,19,14,15,16,26,19,19,certified,complete_exact
111-0169,9,30,25,23,26,24,26,27,27,certified,incomplete_requires_prediction
111-0169,10,31,21,22,24,21,27,23,24,certified,complete_exact
111-0169,11,30,19,22,22,19,25,21,22,certified,complete_exact
111-0169,12,31,23,25,26,22,26,24,26,certified,complete_exact
111-0269,1,31,15,15,15,16,18,16,16,certified,complete_exact
111-0269,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
111-0269,3,31,10,14,11,11,15,11,14,certified,complete_exact
111-0269,4,30,9,8,10,11,20,10,11,certified,complete_exact
111-0269,5,31,9,12,12,11,12,10,12,certified,complete_exact
111-0269,6,30,6,6,8,9,14,7,9,certified,complete_exact
111-0269,7,31,13,15,14,15,20,15,15,certified,complete_exact
111-0269,8,31,4,7,5,6,4,5,7,certified,complete_exact
111-0269,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
111-0269,10,31,5,7,7,11,7,6,11,certified,complete_exact
111-0269,11,30,11,15,13,11,19,13,15,certified,incomplete_requires_prediction
111-0269,12,31,13,19,14,13,12,15,19,certified,complete_exact
113-0316,1,31,15,15,15,16,16,16,16,certified,complete_exact
113-0316,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
113-0316,3,31,7,10,10,8,8,8,10,certified,complete_exact
113-0316,4,30,8,13,12,11,20,10,13,certified,complete_exact
113-0316,5,31,9,12,12,11,12,10,12,certified,complete_exact
113-0316,6,30,4,5,2,6,5,5,6,certified,complete_exact
113-0316,7,31,11,10,10,12,13,12,12,certified,complete_exact
113-0316,8,31,4,7,5,6,4,5,7,certified,complete_exact
113-0316,9,30,5,7,8,6,4,6,8,certified,incomplete_requires_prediction
113-0316,10,31,9,10,11,12,21,10,12,certified,complete_exact
113-0316,11,30,7,9,9,9,8,8,9,certified,complete_exact
113-0316,12,31,13,19,14,14,13,15,19,certified,complete_exact
115-0052,1,31,14,15,15,16,21,15,16,certified,complete_exact
115-0052,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
115-0052,3,31,7,10,10,8,8,8,10,certified,complete_exact
115-0052,4,30,8,13,12,11,20,10,13,certified,complete_exact
115-0052,5,31,9,12,12,11,12,10,12,certified,complete_exact
115-0052,6,30,5,5,5,7,5,5,7,certified,complete_exact
115-0052,7,31,11,10,10,12,13,12,12,certified,complete_exact
115-0052,8,31,4,7,5,6,4,5,7,certified,complete_exact
115-0052,9,30,5,8,9,7,5,6,9,certified,complete_exact
115-0052,10,31,5,7,7,11,7,6,11,certified,complete_exact
115-0052,11,30,7,9,9,9,8,8,9,certified,complete_exact
115-0052,12,31,13,19,14,14,13,15,19,certified,incomplete_requires_prediction
115-0081,1,31,14,15,15,16,21,15,16,certified,complete_exact
115-0081,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
115-0081,3,31,7,10,10,8,8,8,10,certified,incomplete_requires_prediction
115-0081,4,30,8,13,12,11,20,10,13,certified,no_target_record
115-0081,5,31,9,12,12,11,12,10,12,certified,no_target_record
115-0081,6,30,5,5,5,7,5,5,7,certified,no_target_record
115-0081,7,31,11,10,10,12,13,12,12,certified,no_target_record
115-0081,8,31,4,7,5,6,4,5,7,certified,no_target_record
115-0081,9,30,5,7,9,6,4,6,9,certified,no_target_record
115-0081,10,31,5,7,7,11,7,6,11,certified,no_target_record
115-0081,11,30,7,9,9,9,8,8,9,certified,no_target_record
115-0081,12,31,13,19,14,14,13,15,19,certified,no_target_record
117-0059,1,31,24,24,26,25,27,25,26,certified,complete_exact
117-0059,2,29,22,20,24,19,24,23,24,certified_calendar_sensitivity,complete_exact
117-0059,3,31,18,16,16,16,26,19,19,certified,complete_exact
117-0059,4,30,19,22,22,20,25,21,22,certified,complete_exact
117-0059,5,31,24,23,26,25,27,25,26,certified,complete_exact
117-0059,6,30,17,14,13,15,25,18,18,certified,complete_exact
117-0059,7,31,20,18,18,21,26,21,21,certified,complete_exact
117-0059,8,31,19,14,15,16,26,19,19,certified,complete_exact
117-0059,9,30,25,23,26,24,26,27,27,certified,incomplete_requires_prediction
117-0059,10,31,21,22,24,21,27,23,24,certified,complete_exact
117-0059,11,30,19,22,22,19,25,21,22,certified,complete_exact
117-0059,12,31,23,25,26,22,26,24,26,certified,complete_exact
121-0178,1,31,14,15,15,16,21,15,16,certified,complete_exact
121-0178,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
121-0178,3,31,7,10,10,8,8,8,10,certified,incomplete_requires_prediction
121-0178,4,30,8,13,12,11,20,10,13,certified,incomplete_requires_prediction
121-0178,5,31,9,12,12,11,12,10,12,certified,complete_exact
121-0178,6,30,5,5,5,7,5,5,7,certified,incomplete_requires_prediction
121-0178,7,31,11,10,10,12,13,12,12,certified,incomplete_requires_prediction
121-0178,8,31,4,7,5,6,4,5,7,certified,complete_exact
121-0178,9,30,5,8,8,6,4,6,8,certified,incomplete_requires_prediction
121-0178,10,31,9,10,11,12,21,10,12,certified,complete_exact
121-0178,11,30,7,9,9,9,8,8,9,certified,incomplete_requires_prediction
121-0178,12,31,13,19,14,14,12,15,19,certified,complete_exact
121-0190,1,31,14,15,15,16,21,15,16,certified,complete_exact
121-0190,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
121-0190,3,31,7,10,10,8,8,8,10,certified,complete_exact
121-0190,4,30,8,13,12,11,20,10,13,certified,complete_exact
121-0190,5,31,9,12,12,11,12,10,12,certified,complete_exact
121-0190,6,30,5,5,5,7,5,5,7,certified,complete_exact
121-0190,7,31,11,10,10,12,13,12,12,certified,complete_exact
121-0190,8,31,4,7,5,6,3,5,7,certified,complete_exact
121-0190,9,30,5,8,9,7,4,6,9,certified,incomplete_requires_prediction
121-0190,10,31,9,10,11,12,21,10,12,certified,incomplete_requires_prediction
121-0190,11,30,7,9,9,9,8,8,9,certified,no_target_record
121-0190,12,31,13,19,14,14,13,15,19,certified,no_target_record
121-0456,1,31,18,15,17,18,22,18,18,certified,incomplete_requires_prediction
121-0456,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,incomplete_requires_prediction
121-0456,3,31,6,8,8,7,16,7,8,certified,complete_exact
121-0456,4,30,6,10,8,10,9,8,10,certified,complete_exact
121-0456,5,31,7,10,11,10,12,8,11,certified,incomplete_requires_prediction
121-0456,6,30,5,3,4,6,7,5,6,certified,incomplete_requires_prediction
121-0456,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
121-0456,8,31,3,3,4,5,3,3,5,certified,incomplete_requires_prediction
121-0456,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-0456,10,31,5,10,6,10,6,6,10,certified,complete_exact
121-0456,11,30,9,15,12,10,14,11,15,certified,incomplete_requires_prediction
121-0456,12,31,12,19,12,13,15,14,19,certified,incomplete_requires_prediction
121-0458,1,31,17,18,18,17,23,18,18,certified,complete_exact
121-0458,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
121-0458,3,31,6,8,8,7,16,7,8,certified,complete_exact
121-0458,4,30,6,10,8,10,9,8,10,certified,complete_exact
121-0458,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-0458,6,30,5,4,5,7,9,6,7,certified,complete_exact
121-0458,7,31,10,12,11,13,19,11,13,certified,complete_exact
121-0458,8,31,3,3,4,5,3,3,5,certified,incomplete_requires_prediction
121-0458,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-0458,10,31,5,10,6,10,6,6,10,certified,complete_exact
121-0458,11,30,9,15,12,10,14,11,15,certified,complete_exact
121-0458,12,31,12,19,12,13,15,14,19,certified,complete_exact
121-0516,1,31,18,15,16,18,18,19,19,certified,complete_exact
121-0516,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
121-0516,3,31,6,8,8,7,16,7,8,certified,incomplete_requires_prediction
121-0516,4,30,6,10,8,10,9,8,10,certified,no_target_record
121-0516,5,31,7,10,11,10,12,8,11,certified,no_target_record
121-0516,6,30,5,3,4,6,7,5,6,certified,no_target_record
121-0516,7,31,11,12,11,13,19,12,13,certified,no_target_record
121-0516,8,31,3,3,4,5,3,3,5,certified,no_target_record
121-0516,9,30,14,13,15,14,16,15,15,certified,no_target_record
121-0516,10,31,5,10,6,10,6,6,10,certified,no_target_record
121-0516,11,30,13,20,16,14,21,15,20,certified,no_target_record
121-0516,12,31,12,19,12,13,15,14,19,certified,no_target_record
121-0795,1,31,14,15,15,16,21,15,16,certified,complete_exact
121-0795,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
121-0795,3,31,7,10,10,8,8,8,10,certified,incomplete_requires_prediction
121-0795,4,30,8,13,12,11,20,10,13,certified,incomplete_requires_prediction
121-0795,5,31,9,12,12,11,12,10,12,certified,complete_exact
121-0795,6,30,5,5,5,7,5,5,7,certified,complete_exact
121-0795,7,31,11,10,10,12,13,12,12,certified,complete_exact
121-0795,8,31,4,7,5,6,3,5,7,certified,complete_exact
121-0795,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
121-0795,10,31,5,7,7,11,7,6,11,certified,complete_exact
121-0795,11,30,7,9,9,9,8,8,9,certified,complete_exact
121-0795,12,31,13,19,14,14,13,15,19,certified,incomplete_requires_prediction
121-0863,1,31,15,15,15,16,18,16,16,certified,complete_exact
121-0863,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
121-0863,3,31,7,10,10,8,8,8,10,certified,complete_exact
121-0863,4,30,8,13,12,11,20,10,13,certified,complete_exact
121-0863,5,31,9,12,12,11,12,10,12,certified,complete_exact
121-0863,6,30,4,5,5,6,5,5,6,certified,complete_exact
121-0863,7,31,11,10,10,12,12,12,12,certified,complete_exact
121-0863,8,31,4,7,5,6,4,5,7,certified,complete_exact
121-0863,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
121-0863,10,31,5,7,7,11,7,6,11,certified,complete_exact
121-0863,11,30,7,9,9,9,8,8,9,certified,complete_exact
121-0863,12,31,13,19,14,14,13,15,19,certified,complete_exact
121-5114,1,31,15,15,15,16,18,16,16,certified,incomplete_requires_prediction
121-5114,2,29,6,7,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
121-5114,3,31,7,10,10,8,8,8,10,certified,complete_exact
121-5114,4,30,8,13,12,11,20,10,13,certified,complete_exact
121-5114,5,31,9,12,12,11,12,10,12,certified,complete_exact
121-5114,6,30,5,5,5,7,5,5,7,certified,complete_exact
121-5114,7,31,11,10,10,12,13,12,12,certified,complete_exact
121-5114,8,31,4,7,5,6,4,5,7,certified,complete_exact
121-5114,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
121-5114,10,31,5,7,7,11,7,6,11,certified,complete_exact
121-5114,11,30,7,9,9,9,8,8,9,certified,complete_exact
121-5114,12,31,13,19,14,14,13,15,19,certified,complete_exact
121-5374,1,31,15,15,15,16,16,16,16,certified,complete_exact
121-5374,2,29,6,6,8,8,10,7,8,certified_calendar_sensitivity,complete_exact
121-5374,3,31,7,10,10,8,8,8,10,certified,complete_exact
121-5374,4,30,8,13,12,11,20,10,13,certified,complete_exact
121-5374,5,31,9,12,12,11,12,10,12,certified,complete_exact
121-5374,6,30,5,5,5,7,5,5,7,certified,complete_exact
121-5374,7,31,11,10,10,12,13,11,12,certified,incomplete_requires_prediction
121-5374,8,31,4,7,5,6,4,5,7,certified,complete_exact
121-5374,9,30,5,8,9,7,5,6,9,certified,incomplete_requires_prediction
121-5374,10,31,5,7,7,11,7,6,11,certified,complete_exact
121-5374,11,30,7,9,9,9,8,8,9,certified,complete_exact
121-5374,12,31,13,19,14,14,12,15,19,certified,complete_exact
121-5419,1,31,17,18,18,17,23,18,18,certified,complete_exact
121-5419,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
121-5419,3,31,6,8,8,7,16,7,8,certified,complete_exact
121-5419,4,30,6,10,8,10,9,8,10,certified,complete_exact
121-5419,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-5419,6,30,5,4,5,7,9,6,7,certified,complete_exact
121-5419,7,31,11,12,11,13,19,12,13,certified,complete_exact
121-5419,8,31,3,3,4,5,3,3,5,certified,complete_exact
121-5419,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5419,10,31,5,10,6,10,6,6,10,certified,complete_exact
121-5419,11,30,9,15,12,10,14,11,15,certified,complete_exact
121-5419,12,31,12,19,12,13,15,14,19,certified,complete_exact
121-5463,1,31,17,18,18,17,23,18,18,certified,complete_exact
121-5463,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
121-5463,3,31,6,8,8,7,16,7,8,certified,complete_exact
121-5463,4,30,6,10,8,10,9,8,10,certified,complete_exact
121-5463,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-5463,6,30,5,4,5,7,9,6,7,certified,complete_exact
121-5463,7,31,11,12,11,13,19,12,13,certified,complete_exact
121-5463,8,31,3,3,4,5,3,3,5,certified,incomplete_requires_prediction
121-5463,9,30,14,13,15,14,16,15,15,certified,no_target_record
121-5463,10,31,5,10,6,10,6,6,10,certified,no_target_record
121-5463,11,30,9,15,12,10,14,11,15,certified,no_target_record
121-5463,12,31,12,19,12,13,15,14,19,certified,no_target_record
121-5468,1,31,17,18,18,17,23,18,18,certified,incomplete_requires_prediction
121-5468,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,incomplete_requires_prediction
121-5468,3,31,6,8,8,7,16,7,8,certified,incomplete_requires_prediction
121-5468,4,30,6,10,8,10,9,8,10,certified,incomplete_requires_prediction
121-5468,5,31,7,10,11,10,12,8,11,certified,incomplete_requires_prediction
121-5468,6,30,5,4,5,7,9,6,7,certified,incomplete_requires_prediction
121-5468,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
121-5468,8,31,3,3,4,5,3,3,5,certified,incomplete_requires_prediction
121-5468,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5468,10,31,5,10,6,10,6,6,10,certified,incomplete_requires_prediction
121-5468,11,30,9,15,12,10,14,11,15,certified,incomplete_requires_prediction
121-5468,12,31,12,19,12,13,15,14,19,certified,incomplete_requires_prediction
121-5474,1,31,18,15,16,18,18,19,19,certified,complete_exact
121-5474,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,incomplete_requires_prediction
121-5474,3,31,6,8,8,7,16,7,8,certified,incomplete_requires_prediction
121-5474,4,30,6,10,8,10,9,8,10,certified,incomplete_requires_prediction
121-5474,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-5474,6,30,5,3,4,6,7,5,6,certified,complete_exact
121-5474,7,31,11,12,11,13,19,12,13,certified,complete_exact
121-5474,8,31,3,3,4,5,3,3,5,certified,complete_exact
121-5474,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5474,10,31,5,10,6,10,6,6,10,certified,complete_exact
121-5474,11,30,12,20,15,11,21,14,20,certified,complete_exact
121-5474,12,31,12,19,12,13,15,14,19,certified,complete_exact
121-5498,1,31,18,15,17,18,22,18,18,certified,complete_exact
121-5498,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
121-5498,3,31,6,8,8,7,16,7,8,certified,complete_exact
121-5498,4,30,6,10,8,10,9,8,10,certified,complete_exact
121-5498,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-5498,6,30,5,4,5,7,9,6,7,certified,complete_exact
121-5498,7,31,11,12,11,13,19,12,13,certified,complete_exact
121-5498,8,31,3,3,4,5,3,3,5,certified,complete_exact
121-5498,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5498,10,31,5,10,6,8,6,6,10,certified,complete_exact
121-5498,11,30,9,15,12,10,14,11,15,certified,complete_exact
121-5498,12,31,12,19,12,13,15,14,19,certified,complete_exact
121-5505,1,31,18,15,17,18,22,18,18,certified,complete_exact
121-5505,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,incomplete_requires_prediction
121-5505,3,31,6,8,8,7,16,7,8,certified,complete_exact
121-5505,4,30,6,10,8,10,9,8,10,certified,complete_exact
121-5505,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-5505,6,30,5,4,5,7,9,6,7,certified,complete_exact
121-5505,7,31,11,12,11,13,19,12,13,certified,complete_exact
121-5505,8,31,3,3,4,5,3,3,5,certified,complete_exact
121-5505,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5505,10,31,5,10,6,10,6,6,10,certified,complete_exact
121-5505,11,30,9,15,12,10,14,11,15,certified,complete_exact
121-5505,12,31,12,19,12,13,15,14,19,certified,complete_exact
121-5508,1,31,18,15,16,18,18,19,19,certified,no_target_record
121-5508,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,no_target_record
121-5508,3,31,6,8,8,7,16,7,8,certified,no_target_record
121-5508,4,30,6,10,8,10,9,8,10,certified,no_target_record
121-5508,5,31,7,10,11,10,12,8,11,certified,no_target_record
121-5508,6,30,5,3,4,6,7,5,6,certified,incomplete_requires_prediction
121-5508,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
121-5508,8,31,3,3,4,5,3,3,5,certified,incomplete_requires_prediction
121-5508,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5508,10,31,5,10,6,10,6,6,10,certified,incomplete_requires_prediction
121-5508,11,30,13,20,16,14,21,15,20,certified,incomplete_requires_prediction
121-5508,12,31,12,19,12,13,15,14,19,certified,incomplete_requires_prediction
121-5524,1,31,17,18,18,17,23,18,18,certified,complete_exact
121-5524,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,incomplete_requires_prediction
121-5524,3,31,6,8,8,7,16,7,8,certified,incomplete_requires_prediction
121-5524,4,30,6,10,8,10,9,8,10,certified,complete_exact
121-5524,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-5524,6,30,5,4,5,7,9,6,7,certified,complete_exact
121-5524,7,31,11,12,11,13,19,12,13,certified,complete_exact
121-5524,8,31,3,3,4,5,3,3,5,certified,complete_exact
121-5524,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5524,10,31,5,10,6,10,6,6,10,certified,complete_exact
121-5524,11,30,9,15,12,10,14,11,15,certified,complete_exact
121-5524,12,31,12,19,12,13,15,14,19,certified,complete_exact
121-5534,1,31,18,15,17,18,22,18,18,certified,no_target_record
121-5534,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,no_target_record
121-5534,3,31,6,8,8,7,16,7,8,certified,no_target_record
121-5534,4,30,6,10,8,10,9,8,10,certified,no_target_record
121-5534,5,31,7,10,11,10,12,8,11,certified,no_target_record
121-5534,6,30,5,3,4,6,7,5,6,certified,incomplete_requires_prediction
121-5534,7,31,11,12,11,13,19,12,13,certified,complete_exact
121-5534,8,31,3,3,4,5,3,3,5,certified,incomplete_requires_prediction
121-5534,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5534,10,31,5,10,6,10,6,6,10,certified,incomplete_requires_prediction
121-5534,11,30,9,15,12,10,14,11,15,certified,incomplete_requires_prediction
121-5534,12,31,12,19,12,13,15,14,19,certified,incomplete_requires_prediction
121-5546,1,31,18,15,16,18,18,18,18,certified,complete_exact
121-5546,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
121-5546,3,31,6,8,8,7,16,7,8,certified,complete_exact
121-5546,4,30,6,10,8,10,9,8,10,certified,complete_exact
121-5546,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-5546,6,30,5,3,4,6,7,5,6,certified,complete_exact
121-5546,7,31,11,12,11,13,19,12,13,certified,incomplete_requires_prediction
121-5546,8,31,3,3,4,5,3,3,5,certified,no_target_record
121-5546,9,30,14,13,15,14,16,15,15,certified,no_target_record
121-5546,10,31,5,10,6,10,6,6,10,certified,no_target_record
121-5546,11,30,13,20,16,14,21,15,20,certified,no_target_record
121-5546,12,31,12,19,12,13,15,14,19,certified,no_target_record
121-5633,1,31,15,15,15,16,18,16,16,certified,complete_exact
121-5633,2,29,6,7,8,8,8,7,8,certified_calendar_sensitivity,complete_exact
121-5633,3,31,7,10,10,8,8,8,10,certified,complete_exact
121-5633,4,30,8,13,12,11,15,10,13,certified,complete_exact
121-5633,5,31,9,12,12,11,12,10,12,certified,complete_exact
121-5633,6,30,4,5,5,6,5,5,6,certified,complete_exact
121-5633,7,31,11,10,10,12,12,11,12,certified,complete_exact
121-5633,8,31,4,7,5,6,3,5,7,certified,complete_exact
121-5633,9,30,5,8,9,6,4,6,9,certified,incomplete_requires_prediction
121-5633,10,31,5,7,7,10,6,6,10,certified,complete_exact
121-5633,11,30,7,9,9,9,7,8,9,certified,complete_exact
121-5633,12,31,13,18,14,13,13,15,18,certified,complete_exact
121-5969,1,31,18,15,16,18,18,19,19,certified,complete_exact
121-5969,2,29,6,7,8,8,11,8,8,certified_calendar_sensitivity,complete_exact
121-5969,3,31,6,8,8,7,16,7,8,certified,complete_exact
121-5969,4,30,6,10,8,10,9,8,10,certified,incomplete_requires_prediction
121-5969,5,31,7,10,11,10,12,8,11,certified,complete_exact
121-5969,6,30,5,4,5,7,9,6,7,certified,complete_exact
121-5969,7,31,11,12,11,13,19,12,13,certified,complete_exact
121-5969,8,31,3,3,4,5,3,3,5,certified,complete_exact
121-5969,9,30,14,13,15,14,16,15,15,certified,incomplete_requires_prediction
121-5969,10,31,5,10,6,10,6,6,10,certified,complete_exact
121-5969,11,30,13,20,16,14,21,15,20,certified,complete_exact
121-5969,12,31,12,19,12,13,15,14,19,certified,complete_exact
121-6370,1,31,18,15,17,18,22,18,18,certified,incomplete_requires_prediction
